Player,Nation,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,PK,Tkl_Tackles,TklW_Tackles,G_per_Sh_Standard,Cmp_percent_Total,Save_percent,CS_Percent,Save_percent_Penalty
José Joaquín Martínez,MEX,['Cruz Azul'],"['DF,MF']",11,467.0,0,0,0,9,5,0.0,79.19,0.0,0.0,0.0
José Juan Macías,MEX,"['Santos', 'Guadalajara']","['FW,MF']",9,344.0,1,0,1,3,2,0.08,66.13,0.0,0.0,0.0
José Juan Vázquez,MEX,['Tijuana'],['MF'],25,1642.0,0,0,0,37,19,0.0,86.24,0.0,0.0,0.0
José Lozano,MEX,"['Atlas', 'Santos']","['FW,DF', 'MF,DF', 'DF,FW']",70,4127.0,6,7,0,70,36,0.11,67.42,0.0,0.0,0.0
José Luis García Vayá,ESP,['Valencia'],['MF'],42,3582.0,7,1,7,87,56,0.23,78.26,0.0,0.0,0.0
José Luis Gayà,ESP,['Valencia'],['DF'],61,4925.0,2,5,0,163,87,0.06,74.83,0.0,0.0,0.0
José Luis Morales,ESP,"['Levante', 'Villarreal']","['MF,FW', 'FW,MF']",65,2455.0,15,0,1,17,11,0.22,70.99,0.0,0.0,0.0
José Luis Palomino,ARG,['Atalanta'],['DF'],19,786.0,1,0,0,25,15,0.17,82.36,0.0,0.0,0.0
José Luis Rodríguez,PAN,"['FC Juárez', 'Famalicão']","['FW,MF', 'FW']",56,3936.0,3,10,0,56,37,0.04,69.2,0.0,0.0,0.0
José Madueña,MEX,"['Mazatlán', 'Querétaro']","['DF,MF', 'DF']",33,1693.0,1,1,0,35,25,0.11,81.4,0.0,0.0,0.0
José Manuel Velázquez,VEN,['Arouca'],"['DF,MF']",2,6.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
José Mari,ESP,['Cádiz'],"['MF,FW', 'MF']",21,411.0,0,0,0,18,8,0.0,82.14,0.0,0.0,0.0
José Marsà,ESP,"['Mechelen', 'Sporting CP']",['DF'],31,2385.0,0,0,0,42,31,0.0,81.9,0.0,0.0,0.0
José María Giménez,URU,['Atlético Madrid'],['DF'],50,3749.0,2,1,0,61,35,0.07,87.87,0.0,0.0,0.0
José Navarro,MEX,['UNAM'],['MF'],1,1.0,0,0,0,0,0,0.0,33.33,0.0,0.0,0.0
José Pablo Saldívar,MEX,['Pachuca'],['MF'],5,291.0,0,0,0,9,6,0.0,81.05,0.0,0.0,0.0
José Paradela,ARG,['Necaxa'],"['MF,FW', 'FW,MF']",49,4096.0,16,15,5,85,57,0.15,67.62,0.0,0.0,0.0
José Pascual Alba Seva,ESP,['Almere City'],['FW'],3,133.0,0,0,0,2,1,0.0,42.42,0.0,0.0,0.0
José Pozo,ESP,['Rayo Vallecano'],"['MF,FW', 'MF']",10,107.0,0,0,0,3,3,0.0,80.36,0.0,0.0,0.0
José Rangel Aguilar,MEX,['Guadalajara'],['GK'],51,4514.0,0,0,0,4,3,0.0,76.49,73.06,33.33,33.33
José Rodríguez,ESP,['Union SG'],['MF'],9,303.0,0,1,0,9,7,0.0,89.27,0.0,0.0,0.0
José Salinas,ESP,['Espanyol'],"['FW,DF']",3,22.0,0,0,0,0,0,0.0,36.36,0.0,0.0,0.0
José Santiago Hernández,MEX,['Atlas'],['GK'],8,710.0,0,0,0,1,0,0.0,65.09,66.67,12.5,0.0
José Silva,POR,['Sporting CP'],['DF'],1,12.0,0,0,0,1,1,0.0,33.33,0.0,0.0,0.0
José Sá,POR,['Wolves'],['GK'],75,6637.0,0,1,0,1,0,0.0,67.79,66.03,20.0,16.67
José Van Rankin,MEX,['Necaxa'],['DF'],17,1405.0,0,1,0,28,15,0.0,74.46,0.0,0.0,0.0
José Zúñiga,COL,"['Querétaro', 'Tijuana']","['FW,MF', 'FW']",77,4672.0,27,4,2,34,21,0.21,70.63,0.0,0.0,0.0
José Ávila,MEX,['Santos'],"['MF,DF']",6,74.0,0,1,0,3,1,0.0,73.33,0.0,0.0,0.0
Jota Gonçalves,POR,['Vizela'],['DF'],18,1449.0,0,0,0,17,8,0.0,84.72,0.0,0.0,0.0
Jota Silva,POR,"[""Nott'ham Forest"", 'Vitória']","['FW,MF', 'FW']",64,4389.0,13,7,0,77,42,0.09,58.57,0.0,0.0,0.0
Jovan Mijatović,SRB,['OH Leuven'],"['FW,MF']",5,132.0,1,0,0,1,1,0.2,65.71,0.0,0.0,0.0
Jovan Milošević,SRB,['Stuttgart'],"['FW,MF']",5,28.0,0,0,0,0,0,0.0,61.54,0.0,0.0,0.0
Jovane Cabral,CPV,"['Salernitana', 'Sporting CP', 'Estrela']","['MF,FW', 'FW,MF', 'MF']",42,1887.0,3,1,0,53,33,0.06,69.59,0.0,0.0,0.0
Jozhua Vertrouwd,NED,['Rayo Vallecano'],['DF'],2,171.0,0,0,0,2,1,0.0,93.55,0.0,0.0,0.0
Jozy Altidore,USA,['Puebla'],"['FW,MF']",6,92.0,2,0,0,0,0,0.5,75.0,0.0,0.0,0.0
João,BRA,['Casa Pia'],['GK'],1,90.0,0,0,0,0,0,0.0,73.91,33.33,0.0,0.0
João Afonso Crispim,BRA,['Marítimo'],['MF'],24,1465.0,0,0,0,43,24,0.0,81.68,0.0,0.0,0.0
João Aurélio,POR,['Nacional'],"['DF,FW']",14,409.0,1,1,0,15,8,0.2,64.63,0.0,0.0,0.0
João Cancelo,POR,"['Manchester City', 'Bayern Munich', 'Barcelona']","['DF', 'DF,FW']",64,4789.0,5,9,0,116,79,0.08,83.45,0.0,0.0,0.0
João Carlos,BRA,['Estoril'],"['FW,DF', 'FW']",43,1025.0,4,1,0,4,3,0.09,58.16,0.0,0.0,0.0
João Carvalho,POR,['Estoril'],"['MF,FW', 'MF']",57,4616.0,7,5,0,88,54,0.11,77.52,0.0,0.0,0.0
João Costa,BRA,"['Roma', 'Santa Clara']","['MF,FW', 'FW']",27,742.0,3,0,0,15,10,0.2,65.81,0.0,0.0,0.0
João Escoval,POR,['Vizela'],['DF'],19,1371.0,0,1,0,25,10,0.0,78.45,0.0,0.0,0.0
João Ferreira,POR,"['Udinese', 'Braga', 'Rio Ave']","['DF,MF', 'DF']",64,3291.0,0,2,0,94,69,0.0,78.23,0.0,0.0,0.0
João Ferreira Barros,POR,['Boavista'],"['MF,FW']",12,260.0,0,0,0,11,9,0.0,61.43,0.0,0.0,0.0
João Félix,POR,"['Barcelona', 'Chelsea', 'Atlético Madrid']","['FW,MF', 'FW']",60,3131.0,15,6,0,46,30,0.11,78.83,0.0,0.0,0.0
João Gamboa,POR,"['Estoril', 'OH Leuven']","['MF', 'MF,DF']",21,1135.0,0,0,0,17,9,0.0,78.45,0.0,0.0,0.0
João Gomes,BRA,['Wolves'],['MF'],51,3815.0,3,1,0,173,99,0.09,82.16,0.0,0.0,0.0
João Gonçalves,POR,['Boavista'],['GK'],39,3510.0,0,0,0,1,1,0.0,64.61,65.59,12.82,0.0
João Goulart Silva,POR,['Casa Pia'],['DF'],33,2838.0,2,0,0,40,26,0.12,81.13,0.0,0.0,0.0
João Graça,POR,['Rio Ave'],"['MF,FW', 'MF']",63,2841.0,2,1,0,75,49,0.08,80.0,0.0,0.0,0.0
João Marques,POR,"['Gil Vicente FC', 'Braga', 'Estoril']","['MF,FW', 'FW,MF', 'MF']",57,2984.0,5,6,0,62,39,0.1,72.17,0.0,0.0,0.0
João Mendes,POR,"['Porto', 'Chaves', 'Vitória']","['MF,FW', 'FW,MF', 'MF', 'DF']",126,8366.0,13,7,0,152,86,0.09,76.57,0.0,0.0,0.0
João Miguel Macedo Silva,POR,['Marítimo'],['GK'],8,720.0,0,0,0,0,0,0.0,57.71,56.6,0.0,0.0
João Moutinho,POR,"['Wolves', 'Braga', 'Spezia']","['MF', 'DF,FW']",87,5616.0,2,5,0,172,98,0.05,84.8,0.0,0.0,0.0
João Mário,POR,['Benfica'],"['FW,MF', 'FW']",66,5221.0,20,8,8,87,57,0.19,84.9,0.0,0.0,0.0
João Mário Lopes,POR,"['Porto', 'Juventus']","['DF,MF', 'DF']",77,5236.0,3,8,0,90,51,0.06,80.71,0.0,0.0,0.0
João Neves,POR,"['Paris S-G', 'Benfica']","['MF,FW', 'MF']",53,3098.0,7,1,0,93,72,0.15,88.43,0.0,0.0,0.0
João Novais,POR,['Rio Ave'],['MF'],30,1402.0,0,0,0,22,9,0.0,74.41,0.0,0.0,0.0
João Nunes,POR,['Casa Pia'],['DF'],45,2969.0,2,0,0,49,28,0.13,79.83,0.0,0.0,0.0
João Othavio Basso,BRA,"['Arouca', 'Estoril']",['DF'],46,4053.0,4,1,2,81,49,0.2,85.34,0.0,0.0,0.0
João Palhinha,POR,"['Tottenham', 'Fulham']",['MF'],74,6230.0,9,1,0,323,170,0.1,82.59,0.0,0.0,0.0
João Paulo Santos Costa,POR,['Estrela'],['GK'],14,1260.0,0,0,0,1,0,0.0,62.07,66.67,28.57,25.0
João Pedro,BRA,"['Brighton', 'Chaves', 'Chelsea', 'Rio Ave']","['FW,MF', 'MF', 'DF']",69,3831.0,11,7,4,63,34,0.12,78.71,0.0,0.0,0.0
João Pedro Araújo Correia,CPV,['Chaves'],"['DF,MF', 'DF,FW']",54,3885.0,3,3,0,43,25,0.05,69.79,0.0,0.0,0.0
João Pedro Gomes Camacho,POR,['Moreirense'],"['FW,MF']",29,2080.0,4,4,0,37,25,0.07,68.61,0.0,0.0,0.0
João Pinto,POR,['Gil Vicente FC'],['MF'],1,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
João Queirós,POR,['Chaves'],['DF'],10,498.0,0,0,0,11,8,0.0,77.6,0.0,0.0,0.0
João Reis,POR,['Estrela'],"['DF,MF']",19,1448.0,0,0,0,40,24,0.0,73.77,0.0,0.0,0.0
João Rêgo,POR,['Benfica'],"['MF', 'FW']",4,27.0,0,0,0,2,0,0.0,58.82,0.0,0.0,0.0
João Silva,POR,['Kortrijk'],['DF'],74,6006.0,3,1,0,113,64,0.16,78.65,0.0,0.0,0.0
João Simões,POR,['Sporting CP'],['MF'],9,397.0,1,0,0,7,4,0.17,90.87,0.0,0.0,0.0
João Teixeira,POR,"['Gil Vicente FC', 'Chaves', 'Rio Ave']","['MF,FW', 'MF']",62,3789.0,6,6,2,101,61,0.07,76.66,0.0,0.0,0.0
João Tiago Serrão Garcês,POR,['Nacional'],['MF'],1,17.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
João Tomé,POR,['Rio Ave'],"['DF,MF']",16,772.0,0,1,0,23,18,0.0,75.93,0.0,0.0,0.0
João Valido,POR,['Arouca'],['GK'],7,541.0,0,0,0,1,1,0.0,89.23,71.43,42.86,0.0
João Vasconcelos,POR,['Braga'],['MF'],1,4.0,0,0,0,0,0,0.0,80.0,0.0,0.0,0.0
João Victor,BRA,"['Benfica', 'Nantes']",['DF'],15,871.0,0,1,0,19,11,0.0,79.96,0.0,0.0,0.0
João Vigário,POR,['Paços de Ferreira'],['DF'],1,17.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
João Virgínia,POR,['Cambuur'],['GK'],17,1530.0,0,0,0,1,1,0.0,66.42,73.79,23.53,0.0
Joãozinho,POR,['Estoril'],['DF'],30,2574.0,1,4,0,36,27,0.17,77.81,0.0,0.0,0.0
Joël Ideho,NED,"[""Sparta R'dam""]",['FW'],4,168.0,0,0,0,7,4,0.0,77.27,0.0,0.0,0.0
Joël Matip,CMR,['Liverpool'],['DF'],24,1873.0,1,0,0,26,14,0.1,86.96,0.0,0.0,0.0
Joël Piroe,NED,['Leeds United'],['FW'],2,134.0,0,0,0,0,0,0.0,82.76,0.0,0.0,0.0
Joël Schingtienne,BEL,['OH Leuven'],"['MF', 'DF']",30,2312.0,1,0,0,49,28,0.5,81.95,0.0,0.0,0.0
Joël Schmied,SUI,['Köln'],['DF'],6,489.0,0,0,0,4,4,0.0,84.44,0.0,0.0,0.0
Joël Veltman,NED,['Brighton'],['DF'],62,4100.0,2,2,0,131,80,0.1,83.1,0.0,0.0,0.0
Joško Gvardiol,CRO,"['Manchester City', 'RB Leipzig']",['DF'],61,4747.0,5,1,0,80,52,0.1,88.1,0.0,0.0,0.0
Juan Bernat,ESP,"['Paris S-G', 'Benfica']","['DF,MF', 'DF']",31,1729.0,1,4,0,32,16,0.14,92.5,0.0,0.0,0.0
Juan Brigido,MEX,"['Guadalajara', 'Pachuca']","['FW,DF', 'FW,MF']",12,323.0,1,0,0,7,2,0.33,67.44,0.0,0.0,0.0
Juan Brunetta,ARG,"['UANL', 'Santos']","['MF,FW', 'MF']",97,7372.0,34,27,2,81,48,0.11,77.36,0.0,0.0,0.0
Juan Cantú,MEX,['América'],['FW'],1,24.0,0,0,0,0,0,0.0,80.0,0.0,0.0,0.0
Juan Carlos,ESP,['Girona'],['GK'],10,900.0,0,0,0,0,0,0.0,84.71,58.14,0.0,0.0
Juan Cruz,ESP,"['Hellas Verona', 'Betis']","['FW,MF', 'FW']",15,363.0,1,0,0,3,2,0.12,67.44,0.0,0.0,0.0
Juan Cruz Armada,ESP,['Osasuna'],['DF'],60,4205.0,0,1,0,54,31,0.0,76.5,0.0,0.0,0.0
Juan Cuadrado,COL,"['Inter', 'Pisa', 'Juventus']","['DF,MF', 'DF', 'DF,FW']",45,2456.0,1,5,0,63,41,0.03,83.78,0.0,0.0,0.0
Juan David Cabal,COL,"['Hellas Verona', 'Juventus']",['DF'],35,1973.0,1,0,0,47,34,0.07,72.05,0.0,0.0,0.0
Juan David Castro,MEX,['Atlético'],"['MF,FW']",40,905.0,1,1,0,18,11,0.08,86.47,0.0,0.0,0.0
Juan Delgado,CHI,['Paços de Ferreira'],['DF'],31,2690.0,0,1,0,58,35,0.0,77.04,0.0,0.0,0.0
Juan Domínguez,MEX,"['Necaxa', 'Toluca']","['FW,MF']",73,4022.0,9,7,0,53,38,0.14,80.45,0.0,0.0,0.0
Juan Escobar,PAR,"['Cruz Azul', 'Toluca']",['DF'],53,4475.0,0,4,0,75,38,0.0,82.91,0.0,0.0,0.0
Juan Familia-Castillo,DOM,['RKC Waalwijk'],"['DF,FW']",24,1535.0,0,3,0,36,27,0.0,74.81,0.0,0.0,0.0
Juan Fedorco,ARG,['Puebla'],['DF'],11,829.0,0,0,0,19,14,0.0,78.95,0.0,0.0,0.0
Juan Foyth,ARG,['Villarreal'],['DF'],41,3380.0,2,1,0,107,67,0.1,86.37,0.0,0.0,0.0
Juan Gamboa,MEX,['Toluca'],"['MF,FW', 'MF,DF']",5,169.0,0,0,0,4,1,0.0,73.02,0.0,0.0,0.0
Juan Herzog,ESP,['Las Palmas'],['DF'],4,292.0,2,0,0,6,5,0.67,88.64,0.0,0.0,0.0
Juan Ignacio Dinenno,ARG,['UNAM'],"['FW,MF', 'FW']",51,3572.0,20,4,6,16,9,0.12,68.96,0.0,0.0,0.0
Juan Jesus,BRA,['Napoli'],['DF'],43,3306.0,2,0,0,66,35,0.14,90.77,0.0,0.0,0.0
Juan José Sánchez,MEX,['UANL'],['DF'],22,1303.0,0,0,0,20,11,0.0,86.43,0.0,0.0,0.0
Juan Larios,ESP,['Southampton'],['DF'],5,152.0,0,0,0,7,6,0.0,76.83,0.0,0.0,0.0
Juan Luna,MEX,['UANL'],['MF'],1,4.0,0,0,0,0,0,0.0,66.67,0.0,0.0,0.0
Juan Manuel Boselli,URU,['Gil Vicente FC'],['FW'],27,1246.0,1,1,0,27,19,0.03,65.7,0.0,0.0,0.0
Juan Martínez,MEX,['Atlético'],['DF'],3,115.0,0,0,0,1,1,0.0,76.47,0.0,0.0,0.0
Juan Mina,COL,['Estrela'],['FW'],1,14.0,0,0,0,0,0,0.0,84.62,0.0,0.0,0.0
Juan Miranda,ESP,"['Betis', 'Bologna']",['DF'],50,3548.0,4,3,0,63,42,0.11,74.93,0.0,0.0,0.0
Juan Musso,ARG,['Atalanta'],['GK'],35,3067.0,0,0,0,2,1,0.0,73.51,70.73,37.14,0.0
Juan Pablo Segovia,ARG,['Necaxa'],['DF'],28,2179.0,0,2,0,19,8,0.0,77.22,0.0,0.0,0.0
Juan Pablo Vigón,MEX,['UANL'],"['MF,FW', 'MF']",80,2624.0,6,1,1,42,29,0.11,86.33,0.0,0.0,0.0
Juan Perea,COL,['Stuttgart'],['FW'],16,418.0,1,0,0,5,4,0.5,63.29,0.0,0.0,0.0
Juan Robles,MEX,['Querétaro'],"['MF,DF']",10,489.0,1,0,0,9,7,0.17,70.07,0.0,0.0,0.0
Juan Romagnoli,ARG,['Querétaro'],"['MF,FW']",9,314.0,1,1,0,3,2,0.09,66.33,0.0,0.0,0.0
Juan Sanabria,URU,['Atlético'],"['MF,DF', 'DF,MF', 'DF,FW']",98,8067.0,4,16,0,214,137,0.04,74.83,0.0,0.0,0.0
Juan Sigala,MEX,['Pachuca'],['FW'],6,313.0,1,0,0,10,6,0.12,73.15,0.0,0.0,0.0
Juan Tejeda,MEX,['Santos'],['DF'],1,1.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Juan Zapata,COL,['Atlas'],['MF'],23,1343.0,4,0,0,31,20,0.09,82.43,0.0,0.0,0.0
Juanjo Narváez,COL,['Valladolid'],"['MF,FW']",5,148.0,0,0,0,1,1,0.0,69.44,0.0,0.0,0.0
Juanlu Sánchez,ESP,['Sevilla'],"['DF', 'DF,FW']",32,1581.0,0,3,0,67,42,0.0,78.38,0.0,0.0,0.0
Juanmi,ESP,"['Cádiz', 'Getafe', 'Betis']",['FW'],39,1814.0,7,1,0,23,14,0.22,82.35,0.0,0.0,0.0
Juanmi Latasa,ESP,['Getafe'],['FW'],50,2003.0,3,0,0,14,11,0.05,51.13,0.0,0.0,0.0
Juanpe,ESP,['Girona'],['DF'],36,2172.0,1,0,0,30,19,0.11,87.56,0.0,0.0,0.0
Jubal,BRA,['Auxerre'],['DF'],37,3217.0,3,1,1,41,26,0.17,81.71,0.0,0.0,0.0
Jude Bellingham,ENG,"['Real Madrid', 'Dortmund']",['MF'],62,5097.0,27,10,2,127,83,0.21,84.97,0.0,0.0,0.0
Juho Talvitie,FIN,['Heracles Almelo'],"['FW,MF']",31,1508.0,3,0,0,15,10,0.09,74.31,0.0,0.0,0.0
Julen Agirrezabala,ESP,"['Valencia', 'Athletic Club']",['GK'],19,1543.0,0,0,0,0,0,0.0,70.22,66.67,31.58,0.0
Julen Lobete,ESP,['RKC Waalwijk'],"['FW,MF']",29,1328.0,4,3,0,6,2,0.12,76.92,0.0,0.0,0.0
Jules Koundé,FRA,['Barcelona'],['DF'],71,5723.0,3,5,0,79,49,0.08,88.75,0.0,0.0,0.0
Jules Van Cleemput,BEL,"['Charleroi', 'Mechelen']",['DF'],27,1472.0,0,1,0,28,19,0.0,73.29,0.0,0.0,0.0
Julian Araujo,MEX,['Las Palmas'],['DF'],25,1462.0,1,0,0,41,22,0.14,81.83,0.0,0.0,0.0
Julian Baas,NED,"['Excelsior', ""Sparta R'dam""]","['MF,FW', 'MF']",79,6189.0,5,9,1,133,82,0.13,76.26,0.0,0.0,0.0
Julian Baumgartlinger,AUT,['Augsburg'],['MF'],16,554.0,0,0,0,15,4,0.0,82.89,0.0,0.0,0.0
Julian Brandt,GER,['Dortmund'],"['MF,FW', 'FW,MF']",68,4859.0,17,21,0,49,36,0.21,78.55,0.0,0.0,0.0
Julian Chabot,GER,"['Köln', 'Stuttgart']",['DF'],57,4857.0,0,2,0,99,67,0.0,84.02,0.0,0.0,0.0
Julian Draxler,GER,['Benfica'],"['MF,FW']",10,407.0,1,0,0,5,2,0.09,88.65,0.0,0.0,0.0
Julian Eitschberger,GER,['Hertha BSC'],['FW'],1,1.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Julian Jeanvier,GUI,['Auxerre'],['DF'],22,1760.0,1,0,0,32,17,0.12,82.45,0.0,0.0,0.0
Julian Justvan,GER,"['Hoffenheim', 'Darmstadt 98']","['MF,FW', 'FW,MF']",18,1072.0,2,2,0,11,4,0.11,71.06,0.0,0.0,0.0
Julian Kristoffersen,NOR,['Salernitana'],['FW'],1,18.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Julian Lelieveld,NED,['RKC Waalwijk'],"['DF,MF', 'DF']",97,7205.0,2,6,0,209,145,0.08,79.26,0.0,0.0,0.0
Julian Niehues,GER,['Heidenheim'],['MF'],2,107.0,0,0,0,2,1,0.0,83.33,0.0,0.0,0.0
Julian Rijkhoff,NED,['Ajax'],"['FW,MF']",8,70.0,0,0,0,2,1,0.0,72.41,0.0,0.0,0.0
Julian Ryerson,NOR,"['Union Berlin', 'Dortmund']","['DF,MF', 'DF']",55,4414.0,5,4,0,101,58,0.11,81.85,0.0,0.0,0.0
Julian Weigl,GER,"['Gladbach', 'Benfica']",['MF'],56,4716.0,3,3,3,111,58,0.12,89.3,0.0,0.0,0.0
Julien Celestine,FRA,['León'],['DF'],4,293.0,0,0,0,3,1,0.0,76.67,0.0,0.0,0.0
Julien De Sart,BEL,['Gent'],['MF'],50,4042.0,6,0,3,171,108,0.07,74.8,0.0,0.0,0.0
Julien Devriendt,BEL,['Dender'],['GK'],4,315.0,0,0,0,1,0,0.0,63.44,65.38,0.0,0.0
Julien Duranville,BEL,"['Dortmund', 'Anderlecht']","['FW,MF', 'MF', 'DF,MF']",9,310.0,1,0,0,7,5,0.12,66.3,0.0,0.0,0.0
Julien Laporte,FRA,['Lorient'],['DF'],43,3472.0,0,0,0,45,30,0.0,85.84,0.0,0.0,0.0
Julien Le Cardinal,FRA,"['Lens', 'Brest']",['DF'],25,966.0,1,0,0,36,21,0.07,79.47,0.0,0.0,0.0
Julien Lomboto,0,['Rio Ave'],['MF'],3,13.0,0,0,0,2,0,0.0,90.91,0.0,0.0,0.0
Julien López,ALG,['Paris FC'],"['FW,MF']",3,29.0,0,0,0,0,0,0.0,62.5,0.0,0.0,0.0
Julien Mesbahi,MAR,['Twente'],"['FW', 'DF']",3,43.0,0,0,0,3,2,0.0,80.77,0.0,0.0,0.0
Julien Ngoy,BEL,['Mechelen'],"['FW,MF', 'FW']",37,1807.0,5,2,1,14,11,0.19,68.7,0.0,0.0,0.0
Julien Ponceau,FRA,['Lorient'],['MF'],63,3899.0,4,6,0,60,34,0.09,83.58,0.0,0.0,0.0
Julio Domínguez,MEX,"['Cruz Azul', 'Atlético']",['DF'],84,7063.0,3,2,0,104,66,0.12,89.92,0.0,0.0,0.0
Julio Enciso,PAR,['Brighton'],"['MF,FW', 'FW,MF']",32,1281.0,4,4,0,19,6,0.06,71.33,0.0,0.0,0.0
Julio Furch,ARG,['Atlas'],['FW'],29,2053.0,5,2,1,3,1,0.11,70.13,0.0,0.0,0.0
Julio José González,MEX,"['Puebla', 'UNAM']",['GK'],73,6570.0,1,0,0,1,0,1.0,72.98,68.62,30.14,10.53
Julio Pleguezuelo,ESP,['Twente'],['DF'],23,1199.0,2,0,0,24,15,0.18,80.65,0.0,0.0,0.0
Julio Pérez,MEX,['Pachuca'],['DF'],1,17.0,0,0,0,0,0,0.0,77.78,0.0,0.0,0.0
Julio Soler,ARG,['Bournemouth'],['FW'],1,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Julius Beck,DEN,['Spezia'],['MF'],1,10.0,0,0,0,2,1,0.0,100.0,0.0,0.0,0.0
Julius Dirksen,NED,"['Emmen', 'Go Ahead Eag']","['DF,MF', 'DF']",33,1480.0,0,0,0,41,26,0.0,77.6,0.0,0.0,0.0
Julián Carranza,ARG,['Feyenoord'],['FW'],21,822.0,4,1,0,9,5,0.19,71.58,0.0,0.0,0.0
Julián Malatini,ARG,['Werder Bremen'],['DF'],12,692.0,1,0,0,22,13,0.33,79.9,0.0,0.0,0.0
Julián Quiñones,MEX,"['Atlas', 'América']","['FW,MF', 'FW']",61,4850.0,29,8,4,26,19,0.16,74.35,0.0,0.0,0.0
Julián Álvarez,ARG,"['Manchester City', 'Atlético Madrid']","['MF,FW', 'FW,MF', 'FW']",74,4655.0,26,9,4,53,30,0.16,79.51,0.0,0.0,0.0
Juninho,BRA,['Chaves'],['FW'],30,1806.0,4,0,0,20,15,0.09,75.9,0.0,0.0,0.0
Junior Adamu,AUT,['Freiburg'],"['FW,MF', 'FW']",18,258.0,1,1,0,12,5,0.17,48.44,0.0,0.0,0.0
Junior Ajayi,CIV,['Hellas Verona'],['FW'],1,1.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Junior Diaz,CIV,['Brest'],['DF'],5,379.0,0,0,0,5,4,0.0,84.28,0.0,0.0,0.0
Junior Dina Ebimbe,FRA,"['Eint Frankfurt', 'Brest']","['MF,DF', 'DF,MF', 'MF,FW']",53,3070.0,8,4,0,77,50,0.1,75.02,0.0,0.0,0.0
Junior Firpo,DOM,"['Betis', 'Leeds United']",['DF'],23,1687.0,1,2,0,55,30,0.2,74.61,0.0,0.0,0.0
Junior Kadile,FRA,"['Famalicão', 'Almere City']","['FW,MF']",44,2869.0,6,2,0,67,35,0.06,65.46,0.0,0.0,0.0
Junior Messias,BRA,"['Genoa', 'Milan']","['FW,DF', 'FW,MF', 'MF,DF']",45,2616.0,6,2,0,52,39,0.11,75.14,0.0,0.0,0.0
Junior Mwanga,FRA,"['Strasbourg', 'Nantes']","['MF,FW', 'MF', 'DF,MF']",27,1886.0,2,1,0,54,28,0.09,83.18,0.0,0.0,0.0
Junior Pius,NGA,['Chaves'],['DF'],15,1153.0,0,0,0,45,33,0.0,70.24,0.0,0.0,0.0
Junior Sambia,FRA,['Salernitana'],"['DF,MF', 'DF']",40,1729.0,1,3,0,24,10,0.04,78.43,0.0,0.0,0.0
Junior Stanislas,ENG,['Bournemouth'],['MF'],4,61.0,0,0,0,0,0,0.0,78.57,0.0,0.0,0.0
Junya Ito,JPN,"['Reims', 'Genk']","['FW,MF', 'FW']",67,5720.0,9,13,0,75,37,0.1,64.32,0.0,0.0,0.0
Jurgen Ekkelenkamp,NED,"['Udinese', 'Antwerp']","['MF', 'MF,DF']",60,4157.0,10,8,0,68,41,0.11,82.68,0.0,0.0,0.0
Juriën Gaari,CUW,['RKC Waalwijk'],['DF'],62,4566.0,1,0,0,98,58,0.06,82.34,0.0,0.0,0.0
Jurriën Timber,NED,"['Ajax', 'Arsenal']",['DF'],42,3532.0,4,3,0,68,46,0.11,90.96,0.0,0.0,0.0
Justin Bakker,NED,['Go Ahead Eag'],['DF'],3,225.0,0,0,0,2,2,0.0,71.43,0.0,0.0,0.0
Justin Bijlow,NED,['Feyenoord'],['GK'],46,4072.0,0,0,0,1,1,0.0,84.55,70.15,39.13,0.0
Justin Bourgault,FRA,['Brest'],"['MF,DF']",1,16.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Justin Devenny,NIR,['Crystal Palace'],"['MF,FW']",6,146.0,0,0,0,7,6,0.0,71.7,0.0,0.0,0.0
Justin Diehl,GER,['Köln'],"['MF,FW', 'FW,MF']",9,185.0,0,0,0,0,0,0.0,65.15,0.0,0.0,0.0
Justin Hoogma,NED,['Heracles Almelo'],['DF'],39,2838.0,4,2,0,53,34,0.24,83.46,0.0,0.0,0.0
Justin Kluivert,NED,"['Valencia', 'Bournemouth']","['MF,FW', 'FW,MF', 'MF']",64,3527.0,14,1,1,47,30,0.13,69.06,0.0,0.0,0.0
Justin Kumi,ITA,['Sassuolo'],['FW'],1,4.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Justin Lonwijk,SUR,"['Anderlecht', 'Fortuna Sittard']","['MF,FW', 'FW,MF']",18,1066.0,3,2,1,25,16,0.11,63.5,0.0,0.0,0.0
Justin Njinmah,GER,"['Werder Bremen', 'Dortmund']",['FW'],30,1339.0,8,2,0,8,4,0.19,67.94,0.0,0.0,0.0
Justin de Haas,NED,['Famalicão'],['DF'],51,4071.0,3,0,1,64,41,0.08,85.23,0.0,0.0,0.0
